8.583108169440697566e+01 4.443780082923714048e+01
8.583763831223764385e+01 4.442724584081751971e+01
8.584419493006831203e+01 4.441669085239789894e+01
8.585075154789898022e+01 4.440613586397827817e+01
8.585730816572964841e+01 4.439558087555865740e+01
8.586386478356030239e+01 4.438502588713903663e+01
8.587042140139097057e+01 4.437447089871942296e+01
8.587697801922163876e+01 4.436391591029980219e+01
8.588353463705230695e+01 4.435336092188018142e+01
8.589009125488297514e+01 4.434280593346056065e+01
8.589664787271364332e+01 4.433225094504093988e+01
8.578073339840787526e+01 4.437036373176483295e+01
8.566481892410209298e+01 4.440847651848872601e+01
8.565760393293483332e+01 4.440512139711387363e+01
8.565038894176757367e+01 4.440176627573902124e+01
8.564317395060031401e+01 4.439841115436416885e+01
8.563595895943305436e+01 4.439505603298931646e+01
8.562874396826580892e+01 4.439170091161445697e+01
8.562152897709854926e+01 4.438834579023960458e+01
8.561431398593128961e+01 4.438499066886475219e+01
8.560709899476402995e+01 4.438163554748989981e+01
8.559988400359677030e+01 4.437828042611504742e+01
8.559266901242951064e+01 4.437492530474019503e+01
8.558545402126225099e+01 4.437157018336534264e+01
8.557823903009500555e+01 4.436821506199048315e+01
8.557102403892774589e+01 4.436485994061563076e+01
8.556380904776048624e+01 4.436150481924077837e+01
8.555659405659322658e+01 4.435814969786592599e+01
8.554937906542596693e+01 4.435479457649107360e+01
8.554804416274595269e+01 4.434904957950199389e+01
8.554670926006592424e+01 4.434330458251292129e+01
8.554537435738591000e+01 4.433755958552384158e+01
8.554403945470589576e+01 4.433181458853476897e+01
8.554270455202588153e+01 4.432606959154568926e+01
8.554136964934585308e+01 4.432032459455660955e+01
8.554003474666583884e+01 4.431457959756753695e+01
8.553869984398582460e+01 4.430883460057845724e+01
8.553736494130581036e+01 4.430308960358938464e+01
8.553603003862578191e+01 4.429734460660030493e+01
8.553469513594576767e+01 4.429159960961122522e+01
8.553336023326575344e+01 4.428585461262215262e+01
8.553202533058572499e+01 4.428010961563307291e+01
8.553069042790571075e+01 4.427436461864400030e+01
8.552935552522569651e+01 4.426861962165492059e+01
8.552802062254568227e+01 4.426287462466584799e+01
8.552668571986565382e+01 4.425712962767676828e+01
8.552535081718563958e+01 4.425138463068768857e+01
8.552401591450562535e+01 4.424563963369861597e+01
8.552268101182561111e+01 4.423989463670953626e+01
8.552134610914558266e+01 4.423414963972046365e+01
8.552001120646556842e+01 4.422840464273138394e+01
8.551201642381688828e+01 4.422412299661760926e+01
8.550402164116819392e+01 4.421984135050384168e+01
8.549602685851951378e+01 4.421555970439006700e+01
8.548803207587083364e+01 4.421127805827629942e+01
8.548003729322215349e+01 4.420699641216252473e+01
8.547204251057345914e+01 4.420271476604875716e+01
8.546404772792477900e+01 4.419843311993498247e+01
8.545605294527609885e+01 4.419415147382120779e+01
8.544805816262740450e+01 4.418986982770744021e+01
8.544006337997872436e+01 4.418558818159366552e+01
8.543206859733004421e+01 4.418130653547989795e+01
8.542407381468136407e+01 4.417702488936612326e+01
8.541607903203266972e+01 4.417274324325235568e+01
8.540808424938398957e+01 4.416846159713858100e+01
8.540111119082243363e+01 4.415868429566364739e+01
8.539413813226087768e+01 4.414890699418870668e+01
8.538716507369932174e+01 4.413912969271376596e+01
8.538019201513776579e+01 4.412935239123883235e+01
8.537321895657620985e+01 4.411957508976389875e+01
8.536624589801463969e+01 4.410979778828895803e+01
8.535927283945308375e+01 4.410002048681401732e+01
8.535229978089152780e+01 4.409024318533908371e+01
8.534532672232997186e+01 4.408046588386415010e+01
8.533835366376841591e+01 4.407068858238920939e+01
8.532643418574922123e+01 4.406322245947464467e+01
8.531451470773002654e+01 4.405575633656007284e+01
8.530259522971084607e+01 4.404829021364550812e+01
8.529067575169165139e+01 4.404082409073093629e+01
8.527875627367245670e+01 4.403335796781637157e+01
8.526683679565326202e+01 4.402589184490179974e+01
8.525491731763408154e+01 4.401842572198723502e+01
8.524299783961488686e+01 4.401095959907266320e+01
8.523107836159569217e+01 4.400349347615809847e+01
8.522823777919637678e+01 4.400016826832040806e+01
8.522539719679704717e+01 4.399684306048271765e+01
8.522255661439773178e+01 4.399351785264502723e+01
8.521971603199841638e+01 4.399019264480733682e+01
8.521687544959908678e+01 4.398686743696964641e+01
8.521403486719977138e+01 4.398354222913194889e+01
8.521119428480044178e+01 4.398021702129425847e+01
8.520835370240112638e+01 4.397689181345656806e+01
8.520551312000181099e+01 4.397356660561887765e+01
8.520267253760248138e+01 4.397024139778118723e+01
8.519983195520316599e+01 4.396691618994349682e+01
8.519699137280385060e+01 4.396359098210580640e+01
8.519415079040452099e+01 4.396026577426811599e+01
8.519131020800520560e+01 4.395694056643042558e+01
8.518846962560587599e+01 4.395361535859272806e+01
8.518562904320656060e+01 4.395029015075503764e+01
8.518278846080724520e+01 4.394696494291734723e+01
8.517994787840791560e+01 4.394363973507965682e+01
8.517710729600860020e+01 4.394031452724196640e+01
8.517426671360928481e+01 4.393698931940427599e+01
8.517142613120995520e+01 4.393366411156658558e+01
8.516858554881063981e+01 4.393033890372889516e+01
8.516574496641132441e+01 4.392701369589120475e+01
8.516290438401199481e+01 4.392368848805351433e+01
8.516006380161267941e+01 4.392036328021582392e+01
8.515722321921334981e+01 4.391703807237812640e+01
8.515438263681403441e+01 4.391371286454043599e+01
8.515154205441471902e+01 4.391038765670274557e+01
8.514870147201538941e+01 4.390706244886505516e+01
8.514586088961607402e+01 4.390373724102736475e+01
8.514069450538691797e+01 4.390700418435486085e+01
8.513552812115774771e+01 4.391027112768235696e+01
8.513036173692859165e+01 4.391353807100984596e+01
8.512519535269943560e+01 4.391680501433734207e+01
8.512002896847027955e+01 4.392007195766483818e+01
8.511486258424110929e+01 4.392333890099233429e+01
8.510969620001195324e+01 4.392660584431982329e+01
8.510452981578279719e+01 4.392987278764731940e+01
8.509936343155364113e+01 4.393313973097481551e+01
8.509419704732447087e+01 4.393640667430231161e+01
8.508903066309531482e+01 4.393967361762980772e+01
8.508386427886615877e+01 4.394294056095729673e+01
8.507869789463698851e+01 4.394620750428479283e+01
8.507353151040783246e+01 4.394947444761228894e+01
8.506836512617867641e+01 4.395274139093978505e+01
8.506319874194952035e+01 4.395600833426727405e+01
8.505803235772035009e+01 4.395927527759477016e+01
8.505286597349119404e+01 4.396254222092226627e+01
8.504769958926203799e+01 4.396580916424976238e+01
8.504253320503288194e+01 4.396907610757725138e+01
8.503736682080371168e+01 4.397234305090474749e+01
8.503220043657455562e+01 4.397560999423224359e+01
8.501612443812076947e+01 4.398166487858258478e+01
8.500004843966698331e+01 4.398771976293292596e+01
8.498397244121319716e+01 4.399377464728326714e+01
8.496789644275941100e+01 4.399982953163360833e+01
8.495182044430562485e+01 4.400588441598394951e+01
8.493574444585183869e+01 4.401193930033429069e+01
8.491966844739805254e+01 4.401799418468463188e+01
8.490359244894426638e+01 4.402404906903497306e+01
8.489310984965136697e+01 4.401689987174665220e+01
8.488262725035846756e+01 4.400975067445833133e+01
8.487214465106555394e+01 4.400260147717001047e+01
8.486166205177265454e+01 4.399545227988168961e+01
8.485117945247975513e+01 4.398830308259336874e+01
8.484069685318685572e+01 4.398115388530504788e+01
8.483021425389395631e+01 4.397400468801672702e+01
8.481973165460104269e+01 4.396685549072840615e+01
8.480924905530814328e+01 4.395970629344008529e+01
8.479876645601524388e+01 4.395255709615176443e+01
8.479416006893808344e+01 4.394912967022824546e+01
8.478955368186092301e+01 4.394570224430471939e+01
8.478494729478376257e+01 4.394227481838120042e+01
8.478034090770661635e+01 4.393884739245768145e+01
8.477573452062945591e+01 4.393541996653415538e+01
8.477112813355229548e+01 4.393199254061063641e+01
8.476652174647513505e+01 4.392856511468711744e+01
8.476191535939797461e+01 4.392513768876359137e+01
8.475730897232081418e+01 4.392171026284007240e+01
8.475270258524365374e+01 4.391828283691655344e+01
8.474809619816650752e+01 4.391485541099302736e+01
8.474348981108934709e+01 4.391142798506950840e+01
8.473888342401218665e+01 4.390800055914598943e+01
8.473427703693502622e+01 4.390457313322246335e+01
8.472967064985786578e+01 4.390114570729894439e+01
8.472506426278070535e+01 4.389771828137542542e+01
8.472045787570354491e+01 4.389429085545189935e+01
8.471585148862639869e+01 4.389086342952838038e+01
8.471124510154923826e+01 4.388743600360486141e+01
8.470663871447207782e+01 4.388400857768133534e+01
8.470203232739491739e+01 4.388058115175781637e+01
8.470507177947827415e+01 4.386873465196848798e+01
8.470811123156163092e+01 4.385688815217916670e+01
8.471115068364498768e+01 4.384504165238983830e+01
8.471419013572834444e+01 4.383319515260050991e+01
8.471722958781170121e+01 4.382134865281118863e+01
8.472026903989504376e+01 4.380950215302186024e+01
8.472330849197840053e+01 4.379765565323253895e+01
8.472634794406175729e+01 4.378580915344321056e+01
8.472938739614511405e+01 4.377396265365388217e+01
8.473242684822847082e+01 4.376211615386456089e+01
8.473546630031182758e+01 4.375026965407523249e+01
8.473973409203762230e+01 4.373250599864360311e+01
8.474400188376343124e+01 4.371474234321198082e+01
8.474826967548922596e+01 4.369697868778035144e+01
8.475253746721503489e+01 4.367921503234872915e+01
8.475680525894082962e+01 4.366145137691709976e+01
8.476107305066663855e+01 4.364368772148547748e+01
8.476534084239243327e+01 4.362592406605384809e+01
8.476424196119160115e+01 4.361714828452635828e+01
8.476314307999078324e+01 4.360837250299887558e+01
8.476204419878995111e+01 4.359959672147138576e+01
8.476094531758911899e+01 4.359082093994389595e+01
8.475984643638830107e+01 4.358204515841641324e+01
