   12.7190350922  000059      mdstep      attach       0.014274         0.0000     0.660000     0.645726     1     0.660000        1        0           0           1     0.182225    -0.101293     1.410041     0.840970     0.310491    -0.443131     5.412901     1.767613     0.000000
   20.4807102192  000101      mdstep      attach       0.024267         0.0000     0.896000     0.871733     1     0.896000        1        0           0           1     0.039769    -0.216296     1.404023     0.752137    -0.546730    -0.367936     8.640776     0.815049     0.000000
   20.4826687650  000083      mdstep      attach       0.192980         0.0000     2.152000     1.933022     3     0.152000        1        0           0           1    -0.144584    -0.216527     1.379225     0.625376    -0.776391    -0.078242     9.078973    -0.300651     0.000000
   20.4826687650  000096      mdstep      attach       0.000917         0.0000     0.444000     0.443083     1     0.444000        1        0           0           1     0.130099    -0.229210     1.377010     0.730423    -0.414844    -0.542574     8.298036     1.165525     0.000000
   31.3473993888  000137      mdstep      attach       0.015939         0.0000     2.512000     2.448614     3     0.512000        1        0           0           1    -0.231587     0.014201     1.397198     0.022921    -0.995921    -0.087264     9.288978    -2.772497     0.000000
   57.3237025746  000286      mdstep      attach       0.000253         0.0000     1.320000     1.280651     2     0.320000        1        0           0           1     0.078652    -0.187552     1.412599     0.915582    -0.345729    -0.205380    13.549400    -6.255047     0.000000
   57.3765952492  000292      mdstep      attach       0.021878         0.0000     0.912000     0.890122     1     0.912000        1        0           0           1    -0.029707    -0.177812     1.423203     0.766498    -0.529879    -0.362917    13.187637    -6.354388     0.000000
   71.3403587527  000346      mdstep      attach       0.147426         0.0000     1.904000     1.739559     2     0.904000        1        0           0           1     0.215437    -0.166452     1.370784     0.896527    -0.392810    -0.204790    17.060159    -8.774211     0.000000
  109.2178679954  000556      mdstep      attach       0.000018         0.0000     1.004000     1.003712     2     0.004000        1        0           0           1    -0.140424    -0.116080     1.422382     0.488857    -0.805671    -0.334534    21.335596   -12.951020     0.000000
  124.1431535256  000629      mdstep      attach       0.002446         0.0000     0.840000     0.837554     1     0.840000        1        0           0           1     0.113730    -0.158101     1.416737     0.859759    -0.343817    -0.377631    25.782963   -14.567316     0.000000
  128.5132461623  000653      mdstep      attach       0.205949         0.0000     1.256000     1.042093     2     0.256000        1        0           0           1     0.004163     0.310709     1.339180     0.897965     0.296234    -0.325428    27.562658   -12.863004     0.000000
  145.2011329636  000708      mdstep      attach       1.552747         0.0000     2.544000     0.991253     3     0.544000        1        0           0           1     0.192664    -0.004197     1.417688     0.828125    -0.447458    -0.337624    29.398328   -14.182945     0.000000
  150.4453109851  000735      mdstep      attach       0.008024         0.0000     2.004000     1.943161     3     0.004000        1        0           0           1    -0.052412     0.121403     1.440584     0.995186     0.060996    -0.076713    31.803335   -14.023977     0.000000
  168.3324445983  000838      mdstep      attach       0.034910         0.0000     1.420000     1.366271     2     0.420000        1        0           0           1     0.198945    -0.087981     1.405315     0.144872    -0.970145    -0.194503    34.739323   -19.929103     0.000000
  168.3675835105  000851      mdstep      attach       0.009359         0.0000     0.352000     0.342641     1     0.352000        1        0           0           1     0.371044    -0.110642     1.248365    -0.201193    -0.766073    -0.610453    34.335883   -18.831365     0.000000
